
Lmod is automatically replacing "cce/15.0.0" with "amd/5.3.0".


Lmod is automatically replacing "PrgEnv-cray/8.3.3" with "PrgEnv-amd/8.3.3".


Due to MODULEPATH changes, the following have been reloaded:
  1) cray-mpich/8.1.23

Mon 09 Oct 2023 08:12:06 PM EDT
Comm|Scope 0.12.0 v0.12.0@124999d
  scope 1.1.2 HEAD@124999d
    spdlog 1.6.1
    benchmark 1.5.1
[2023-10-09 20:12:09.020] [scope] [info] recorded system CPU turbo state
[2023-10-09 20:12:09.021] [scope] [info] recorded CPU goveror
[2023-10-09 20:12:09.021] [scope] [error] unable to disable CPU turbo: no permission. Run with higher privileges?
[2023-10-09 20:12:09.021] [scope] [error] unable to set OS CPU governor to maximum: no permission. Run with higher privileges?
2023-10-09T20:12:11-04:00
Running /lustre/orion/csc465/scratch/cpearson/frontier-gpu-bandwidth/build/comm_scope
Run on (128 X 1795.68 MHz CPU s)
CPU Caches:
  L1 Data 32 KiB (x64)
  L1 Instruction 32 KiB (x64)
  L2 Unified 512 KiB (x64)
  L3 Unified 32768 KiB (x8)
Load Average: 0.91, 7.45, 10.79
---------------------------------------------------------------------------------------------------------------------------------
Benchmark                                                                       Time             CPU   Iterations UserCounters...
Comm_implicit_managed_HostWrGPU_fine/0/0/log2(N):26/manual_time           1563356 ns    188618228 ns          445 bytes=67.1089M bytes_per_second=39.9781G/s dst_numa=0 src_gpu=0
Comm_implicit_managed_HostWrGPU_fine/0/0/log2(N):26/manual_time           1573786 ns    187419078 ns          445 bytes=67.1089M bytes_per_second=39.7132G/s dst_numa=0 src_gpu=0
Comm_implicit_managed_HostWrGPU_fine/0/0/log2(N):26/manual_time_mean      1594324 ns    187777459 ns            5 bytes=67.1089M bytes_per_second=39.2599G/s dst_numa=0 src_gpu=0
Comm_implicit_managed_HostWrGPU_fine/0/0/log2(N):26/manual_time_median    1564187 ns    188459611 ns            5 bytes=67.1089M bytes_per_second=39.9569G/s dst_numa=0 src_gpu=0
Comm_implicit_managed_HostWrGPU_fine/0/0/log2(N):26/manual_time_stddev      70635 ns      1294383 ns            5 bytes=0 bytes_per_second=1.64531G/s dst_numa=0 src_gpu=0
Comm_implicit_managed_HostWrGPU_fine/0/0/log2(N):26/manual_time_cv           4.43 %          0.69 %             5 bytes=0.00% bytes_per_second=4.19% dst_numa=-nan% src_gpu=-nan%
Comm_implicit_managed_HostWrGPU_fine/0/0/log2(N):27/manual_time           3336512 ns    385712355 ns          210 bytes=134.218M bytes_per_second=37.4643G/s dst_numa=0 src_gpu=0
Comm_implicit_managed_HostWrGPU_fine/0/0/log2(N):27/manual_time           3369159 ns    375731436 ns          210 bytes=134.218M bytes_per_second=37.1012G/s dst_numa=0 src_gpu=0
Comm_implicit_managed_HostWrGPU_fine/0/0/log2(N):27/manual_time           3397897 ns    402907105 ns          210 bytes=134.218M bytes_per_second=36.7875G/s dst_numa=0 src_gpu=0
Comm_implicit_managed_HostWrGPU_fine/0/0/log2(N):27/manual_time           3461002 ns    391210187 ns          210 bytes=134.218M bytes_per_second=36.1167G/s dst_numa=0 src_gpu=0
Comm_implicit_managed_HostWrGPU_fine/0/0/log2(N):27/manual_time           3461512 ns    378534318 ns          210 bytes=134.218M bytes_per_second=36.1114G/s dst_numa=0 src_gpu=0
Comm_implicit_managed_HostWrGPU_fine/0/0/log2(N):27/manual_time_mean      3405216 ns    386819080 ns            5 bytes=134.218M bytes_per_second=36.7162G/s dst_numa=0 src_gpu=0
Comm_implicit_managed_HostWrGPU_fine/0/0/log2(N):27/manual_time_median    3397897 ns    385712355 ns            5 bytes=134.218M bytes_per_second=36.7875G/s dst_numa=0 src_gpu=0
Comm_implicit_managed_HostWrGPU_fine/0/0/log2(N):27/manual_time_stddev      55577 ns     10850165 ns            5 bytes=0 bytes_per_second=614.003M/s dst_numa=0 src_gpu=0
Comm_implicit_managed_HostWrGPU_fine/0/0/log2(N):27/manual_time_cv           1.63 %          2.80 %             5 bytes=0.00% bytes_per_second=1.63% dst_numa=-nan% src_gpu=-nan%
Comm_implicit_managed_HostWrGPU_fine/0/0/log2(N):28/manual_time           9327202 ns    849555347 ns           69 bytes=268.435M bytes_per_second=26.8033G/s dst_numa=0 src_gpu=0
Comm_implicit_managed_HostWrGPU_fine/0/0/log2(N):28/manual_time           9284196 ns    713209645 ns           69 bytes=268.435M bytes_per_second=26.9275G/s dst_numa=0 src_gpu=0
Comm_implicit_managed_HostWrGPU_fine/0/0/log2(N):28/manual_time           9285830 ns    741670062 ns           69 bytes=268.435M bytes_per_second=26.9227G/s dst_numa=0 src_gpu=0
Comm_implicit_managed_HostWrGPU_fine/0/0/log2(N):28/manual_time           9308141 ns    715843443 ns           69 bytes=268.435M bytes_per_second=26.8582G/s dst_numa=0 src_gpu=0
Comm_implicit_managed_HostWrGPU_fine/0/0/log2(N):28/manual_time           9238281 ns    749150164 ns           69 bytes=268.435M bytes_per_second=27.0613G/s dst_numa=0 src_gpu=0
Comm_implicit_managed_HostWrGPU_fine/0/0/log2(N):28/manual_time_mean      9288730 ns    753885732 ns            5 bytes=268.435M bytes_per_second=26.9146G/s dst_numa=0 src_gpu=0
Comm_implicit_managed_HostWrGPU_fine/0/0/log2(N):28/manual_time_median    9285830 ns    741670062 ns            5 bytes=268.435M bytes_per_second=26.9227G/s dst_numa=0 src_gpu=0
Comm_implicit_managed_HostWrGPU_fine/0/0/log2(N):28/manual_time_stddev      33283 ns     55736172 ns            5 bytes=0 bytes_per_second=98.9094M/s dst_numa=0 src_gpu=0
Comm_implicit_managed_HostWrGPU_fine/0/0/log2(N):28/manual_time_cv           0.36 %          7.39 %             5 bytes=0.00% bytes_per_second=0.36% dst_numa=-nan% src_gpu=-nan%
Comm_implicit_managed_HostWrGPU_fine/0/0/log2(N):29/manual_time          22830803 ns   1655937687 ns           30 bytes=536.871M bytes_per_second=21.9002G/s dst_numa=0 src_gpu=0
Comm_implicit_managed_HostWrGPU_fine/0/0/log2(N):29/manual_time          22982635 ns   1381108594 ns           30 bytes=536.871M bytes_per_second=21.7556G/s dst_numa=0 src_gpu=0
Comm_implicit_managed_HostWrGPU_fine/0/0/log2(N):29/manual_time          22703545 ns   1504441189 ns           30 bytes=536.871M bytes_per_second=22.023G/s dst_numa=0 src_gpu=0
Comm_implicit_managed_HostWrGPU_fine/0/0/log2(N):29/manual_time          22831941 ns   1504764820 ns           30 bytes=536.871M bytes_per_second=21.8991G/s dst_numa=0 src_gpu=0
Comm_implicit_managed_HostWrGPU_fine/0/0/log2(N):29/manual_time          22634808 ns   1505525483 ns           30 bytes=536.871M bytes_per_second=22.0899G/s dst_numa=0 src_gpu=0
Comm_implicit_managed_HostWrGPU_fine/0/0/log2(N):29/manual_time_mean     22796746 ns   1510355554 ns            5 bytes=536.871M bytes_per_second=21.9336G/s dst_numa=0 src_gpu=0
Comm_implicit_managed_HostWrGPU_fine/0/0/log2(N):29/manual_time_median   22830803 ns   1504764820 ns            5 bytes=536.871M bytes_per_second=21.9002G/s dst_numa=0 src_gpu=0
Comm_implicit_managed_HostWrGPU_fine/0/0/log2(N):29/manual_time_stddev     134037 ns     97453193 ns            5 bytes=0 bytes_per_second=131.945M/s dst_numa=0 src_gpu=0
Comm_implicit_managed_HostWrGPU_fine/0/0/log2(N):29/manual_time_cv           0.59 %          6.45 %             5 bytes=0.00% bytes_per_second=0.59% dst_numa=-nan% src_gpu=-nan%
Comm_implicit_managed_HostWrGPU_fine/0/0/log2(N):30/manual_time          50348479 ns   2677031832 ns           13 bytes=1073.74M bytes_per_second=19.8616G/s dst_numa=0 src_gpu=0
Comm_implicit_managed_HostWrGPU_fine/0/0/log2(N):30/manual_time          50364641 ns   3260842060 ns           13 bytes=1073.74M bytes_per_second=19.8552G/s dst_numa=0 src_gpu=0
Comm_implicit_managed_HostWrGPU_fine/0/0/log2(N):30/manual_time          50375775 ns   3262408229 ns           13 bytes=1073.74M bytes_per_second=19.8508G/s dst_numa=0 src_gpu=0
Comm_implicit_managed_HostWrGPU_fine/0/0/log2(N):30/manual_time          50059383 ns   3263541037 ns           13 bytes=1073.74M bytes_per_second=19.9763G/s dst_numa=0 src_gpu=0
Comm_implicit_managed_HostWrGPU_fine/0/0/log2(N):30/manual_time          50126751 ns   3264115042 ns           13 bytes=1073.74M bytes_per_second=19.9494G/s dst_numa=0 src_gpu=0
Comm_implicit_managed_HostWrGPU_fine/0/0/log2(N):30/manual_time_mean     50255006 ns   3145587640 ns            5 bytes=1073.74M bytes_per_second=19.8987G/s dst_numa=0 src_gpu=0
Comm_implicit_managed_HostWrGPU_fine/0/0/log2(N):30/manual_time_median   50348479 ns   3262408229 ns            5 bytes=1073.74M bytes_per_second=19.8616G/s dst_numa=0 src_gpu=0
Comm_implicit_managed_HostWrGPU_fine/0/0/log2(N):30/manual_time_stddev     150050 ns    261933639 ns            5 bytes=0 bytes_per_second=60.9155M/s dst_numa=0 src_gpu=0
Comm_implicit_managed_HostWrGPU_fine/0/0/log2(N):30/manual_time_cv           0.30 %          8.33 %             5 bytes=0.00% bytes_per_second=0.30% dst_numa=-nan% src_gpu=-nan%
[2023-10-09 22:00:36.165] [scope] [warning] unable to restore turbo state: no permission. (use enable-turbo tool if needed)
[2023-10-09 22:00:36.165] [scope] [warning] unable to restore CPU governor: no permission. (use set-minimum tool if needed)
Mon 09 Oct 2023 10:00:36 PM EDT
