
Lmod is automatically replacing "cce/15.0.0" with "amd/5.3.0".


Lmod is automatically replacing "PrgEnv-cray/8.3.3" with "PrgEnv-amd/8.3.3".


Due to MODULEPATH changes, the following have been reloaded:
  1) cray-mpich/8.1.23

Mon 09 Oct 2023 05:45:29 PM EDT
Comm|Scope 0.12.0 v0.12.0@124999d
  scope 1.1.2 HEAD@124999d
    spdlog 1.6.1
    benchmark 1.5.1
[2023-10-09 17:45:31.397] [scope] [info] recorded system CPU turbo state
[2023-10-09 17:45:31.398] [scope] [info] recorded CPU goveror
[2023-10-09 17:45:31.398] [scope] [error] unable to disable CPU turbo: no permission. Run with higher privileges?
[2023-10-09 17:45:31.398] [scope] [error] unable to set OS CPU governor to maximum: no permission. Run with higher privileges?
2023-10-09T17:45:33-04:00
Running /lustre/orion/csc465/scratch/cpearson/frontier-gpu-bandwidth/build/comm_scope
Run on (128 X 1795.92 MHz CPU s)
CPU Caches:
  L1 Data 32 KiB (x64)
  L1 Instruction 32 KiB (x64)
  L2 Unified 512 KiB (x64)
  L3 Unified 32768 KiB (x8)
Load Average: 0.29, 3.20, 19.10
--------------------------------------------------------------------------------------------------------------------------
Benchmark                                                                Time             CPU   Iterations UserCounters...
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):24/manual_time            120478 ns       154141 ns         5811 bytes=16.7772M bytes_per_second=129.692G/s own_gpu=1 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):24/manual_time            120517 ns       154167 ns         5811 bytes=16.7772M bytes_per_second=129.65G/s own_gpu=1 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):24/manual_time_mean       120499 ns       154166 ns            5 bytes=16.7772M bytes_per_second=129.669G/s own_gpu=1 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):24/manual_time_median     120492 ns       154167 ns            5 bytes=16.7772M bytes_per_second=129.677G/s own_gpu=1 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):24/manual_time_stddev       19.6 ns         31.1 ns            5 bytes=0 bytes_per_second=21.6063M/s own_gpu=0 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):24/manual_time_cv           0.02 %          0.02 %             5 bytes=0.00% bytes_per_second=0.02% own_gpu=0.00% wr_gpu=-nan%
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):25/manual_time            229321 ns       274501 ns         3052 bytes=33.5544M bytes_per_second=136.272G/s own_gpu=1 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):25/manual_time            229361 ns       274576 ns         3052 bytes=33.5544M bytes_per_second=136.248G/s own_gpu=1 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):25/manual_time            229312 ns       274509 ns         3052 bytes=33.5544M bytes_per_second=136.277G/s own_gpu=1 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):25/manual_time            229353 ns       274510 ns         3052 bytes=33.5544M bytes_per_second=136.253G/s own_gpu=1 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):25/manual_time            229311 ns       274491 ns         3052 bytes=33.5544M bytes_per_second=136.278G/s own_gpu=1 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):25/manual_time_mean       229332 ns       274517 ns            5 bytes=33.5544M bytes_per_second=136.266G/s own_gpu=1 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):25/manual_time_median     229321 ns       274509 ns            5 bytes=33.5544M bytes_per_second=136.272G/s own_gpu=1 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):25/manual_time_stddev       23.7 ns         33.8 ns            5 bytes=0 bytes_per_second=14.4126M/s own_gpu=0 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):25/manual_time_cv           0.01 %          0.01 %             5 bytes=0.00% bytes_per_second=0.01% own_gpu=0.00% wr_gpu=-nan%
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):26/manual_time            448581 ns       517596 ns         1560 bytes=67.1089M bytes_per_second=139.328G/s own_gpu=1 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):26/manual_time            448543 ns       517596 ns         1560 bytes=67.1089M bytes_per_second=139.34G/s own_gpu=1 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):26/manual_time            448585 ns       517676 ns         1560 bytes=67.1089M bytes_per_second=139.327G/s own_gpu=1 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):26/manual_time            448579 ns       517605 ns         1560 bytes=67.1089M bytes_per_second=139.329G/s own_gpu=1 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):26/manual_time            448572 ns       517590 ns         1560 bytes=67.1089M bytes_per_second=139.331G/s own_gpu=1 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):26/manual_time_mean       448572 ns       517613 ns            5 bytes=67.1089M bytes_per_second=139.331G/s own_gpu=1 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):26/manual_time_median     448579 ns       517596 ns            5 bytes=67.1089M bytes_per_second=139.329G/s own_gpu=1 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):26/manual_time_stddev       16.8 ns         35.7 ns            5 bytes=0 bytes_per_second=5.33655M/s own_gpu=0 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):26/manual_time_cv           0.00 %          0.01 %             5 bytes=0.00% bytes_per_second=0.00% own_gpu=0.00% wr_gpu=-nan%
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):27/manual_time            888499 ns      1004956 ns          788 bytes=134.218M bytes_per_second=140.687G/s own_gpu=1 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):27/manual_time            888654 ns      1005161 ns          788 bytes=134.218M bytes_per_second=140.662G/s own_gpu=1 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):27/manual_time            888538 ns      1005015 ns          788 bytes=134.218M bytes_per_second=140.681G/s own_gpu=1 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):27/manual_time            888588 ns      1005110 ns          788 bytes=134.218M bytes_per_second=140.673G/s own_gpu=1 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):27/manual_time            888372 ns      1004813 ns          788 bytes=134.218M bytes_per_second=140.707G/s own_gpu=1 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):27/manual_time_mean       888530 ns      1005011 ns            5 bytes=134.218M bytes_per_second=140.682G/s own_gpu=1 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):27/manual_time_median     888538 ns      1005015 ns            5 bytes=134.218M bytes_per_second=140.681G/s own_gpu=1 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):27/manual_time_stddev        106 ns          137 ns            5 bytes=0 bytes_per_second=17.1297M/s own_gpu=0 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):27/manual_time_cv           0.01 %          0.01 %             5 bytes=0.00% bytes_per_second=0.01% own_gpu=0.00% wr_gpu=-nan%
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):28/manual_time           1768672 ns      1981252 ns          396 bytes=268.435M bytes_per_second=141.349G/s own_gpu=1 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):28/manual_time           1768602 ns      1981143 ns          396 bytes=268.435M bytes_per_second=141.355G/s own_gpu=1 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):28/manual_time           1768582 ns      1981223 ns          396 bytes=268.435M bytes_per_second=141.356G/s own_gpu=1 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):28/manual_time           1768854 ns      1981368 ns          396 bytes=268.435M bytes_per_second=141.334G/s own_gpu=1 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):28/manual_time           1768512 ns      1981072 ns          396 bytes=268.435M bytes_per_second=141.362G/s own_gpu=1 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):28/manual_time_mean      1768645 ns      1981212 ns            5 bytes=268.435M bytes_per_second=141.351G/s own_gpu=1 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):28/manual_time_median    1768602 ns      1981223 ns            5 bytes=268.435M bytes_per_second=141.355G/s own_gpu=1 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):28/manual_time_stddev        130 ns          112 ns            5 bytes=0 bytes_per_second=10.6423M/s own_gpu=0 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):28/manual_time_cv           0.01 %          0.01 %             5 bytes=0.00% bytes_per_second=0.01% own_gpu=0.00% wr_gpu=-nan%
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):29/manual_time           3529867 ns      3945134 ns          198 bytes=536.871M bytes_per_second=141.648G/s own_gpu=1 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):29/manual_time           3529890 ns      3945960 ns          198 bytes=536.871M bytes_per_second=141.647G/s own_gpu=1 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):29/manual_time           3529946 ns      3945457 ns          198 bytes=536.871M bytes_per_second=141.645G/s own_gpu=1 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):29/manual_time           3530053 ns      3945817 ns          198 bytes=536.871M bytes_per_second=141.641G/s own_gpu=1 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):29/manual_time           3529616 ns      3945099 ns          198 bytes=536.871M bytes_per_second=141.658G/s own_gpu=1 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):29/manual_time_mean      3529874 ns      3945493 ns            5 bytes=536.871M bytes_per_second=141.648G/s own_gpu=1 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):29/manual_time_median    3529890 ns      3945457 ns            5 bytes=536.871M bytes_per_second=141.647G/s own_gpu=1 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):29/manual_time_stddev        161 ns          390 ns            5 bytes=0 bytes_per_second=6.63407M/s own_gpu=0 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):29/manual_time_cv           0.00 %          0.01 %             5 bytes=0.00% bytes_per_second=0.00% own_gpu=0.00% wr_gpu=-nan%
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):30/manual_time           7059815 ns      7862113 ns           99 bytes=1073.74M bytes_per_second=141.647G/s own_gpu=1 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):30/manual_time           7059834 ns      7862312 ns           99 bytes=1073.74M bytes_per_second=141.646G/s own_gpu=1 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):30/manual_time           7059315 ns      7861625 ns           99 bytes=1073.74M bytes_per_second=141.657G/s own_gpu=1 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):30/manual_time           7060014 ns      7862481 ns           99 bytes=1073.74M bytes_per_second=141.643G/s own_gpu=1 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):30/manual_time           7059372 ns      7861708 ns           99 bytes=1073.74M bytes_per_second=141.656G/s own_gpu=1 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):30/manual_time_mean      7059670 ns      7862048 ns            5 bytes=1073.74M bytes_per_second=141.65G/s own_gpu=1 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):30/manual_time_median    7059815 ns      7862113 ns            5 bytes=1073.74M bytes_per_second=141.647G/s own_gpu=1 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):30/manual_time_stddev        308 ns          373 ns            5 bytes=0 bytes_per_second=6.33681M/s own_gpu=0 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/1/log2(N):30/manual_time_cv           0.00 %          0.00 %             5 bytes=0.00% bytes_per_second=0.00% own_gpu=0.00% wr_gpu=-nan%
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):12/manual_time             12293 ns        33594 ns        56920 bytes=4.096k bytes_per_second=317.766M/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):12/manual_time             12299 ns        33579 ns        56920 bytes=4.096k bytes_per_second=317.616M/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):12/manual_time             12292 ns        33641 ns        56920 bytes=4.096k bytes_per_second=317.785M/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):12/manual_time             12298 ns        33649 ns        56920 bytes=4.096k bytes_per_second=317.637M/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):12/manual_time             12293 ns        33646 ns        56920 bytes=4.096k bytes_per_second=317.774M/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):12/manual_time_mean        12295 ns        33622 ns            5 bytes=4.096k bytes_per_second=317.716M/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):12/manual_time_median      12293 ns        33641 ns            5 bytes=4.096k bytes_per_second=317.766M/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):12/manual_time_stddev       3.17 ns         32.9 ns            5 bytes=0 bytes_per_second=83.8487k/s own_gpu=0 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):12/manual_time_cv           0.03 %          0.10 %             5 bytes=0.00% bytes_per_second=0.03% own_gpu=0.00% wr_gpu=-nan%
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):13/manual_time             12293 ns        33616 ns        56880 bytes=8.192k bytes_per_second=635.542M/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):13/manual_time             12296 ns        33599 ns        56880 bytes=8.192k bytes_per_second=635.351M/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):13/manual_time             12293 ns        33571 ns        56880 bytes=8.192k bytes_per_second=635.536M/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):13/manual_time             12292 ns        33580 ns        56880 bytes=8.192k bytes_per_second=635.592M/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):13/manual_time             12292 ns        33593 ns        56880 bytes=8.192k bytes_per_second=635.564M/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):13/manual_time_mean        12293 ns        33592 ns            5 bytes=8.192k bytes_per_second=635.517M/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):13/manual_time_median      12293 ns        33593 ns            5 bytes=8.192k bytes_per_second=635.542M/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):13/manual_time_stddev       1.84 ns         17.3 ns            5 bytes=0 bytes_per_second=97.6362k/s own_gpu=0 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):13/manual_time_cv           0.02 %          0.05 %             5 bytes=0.00% bytes_per_second=0.02% own_gpu=0.00% wr_gpu=-nan%
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):14/manual_time             12290 ns        33945 ns        56923 bytes=16.384k bytes_per_second=1.24154G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):14/manual_time             12301 ns        33917 ns        56923 bytes=16.384k bytes_per_second=1.24046G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):14/manual_time             12288 ns        33947 ns        56923 bytes=16.384k bytes_per_second=1.24172G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):14/manual_time             12290 ns        33925 ns        56923 bytes=16.384k bytes_per_second=1.24153G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):14/manual_time             12288 ns        33943 ns        56923 bytes=16.384k bytes_per_second=1.24172G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):14/manual_time_mean        12292 ns        33936 ns            5 bytes=16.384k bytes_per_second=1.24139G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):14/manual_time_median      12290 ns        33943 ns            5 bytes=16.384k bytes_per_second=1.24154G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):14/manual_time_stddev       5.25 ns         13.5 ns            5 bytes=0 bytes_per_second=555.298k/s own_gpu=0 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):14/manual_time_cv           0.04 %          0.04 %             5 bytes=0.00% bytes_per_second=0.04% own_gpu=0.00% wr_gpu=-nan%
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):15/manual_time             12294 ns        34505 ns        56904 bytes=32.768k bytes_per_second=2.48226G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):15/manual_time             12299 ns        34492 ns        56904 bytes=32.768k bytes_per_second=2.48127G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):15/manual_time             12296 ns        34357 ns        56904 bytes=32.768k bytes_per_second=2.48186G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):15/manual_time             12303 ns        34349 ns        56904 bytes=32.768k bytes_per_second=2.48047G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):15/manual_time             12295 ns        34404 ns        56904 bytes=32.768k bytes_per_second=2.48208G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):15/manual_time_mean        12298 ns        34422 ns            5 bytes=32.768k bytes_per_second=2.48159G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):15/manual_time_median      12296 ns        34404 ns            5 bytes=32.768k bytes_per_second=2.48186G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):15/manual_time_stddev       3.60 ns         73.5 ns            5 bytes=0 bytes_per_second=762.422k/s own_gpu=0 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):15/manual_time_cv           0.03 %          0.21 %             5 bytes=0.00% bytes_per_second=0.03% own_gpu=0.00% wr_gpu=-nan%
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):16/manual_time             12282 ns        35185 ns        56889 bytes=65.536k bytes_per_second=4.96943G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):16/manual_time             12292 ns        35178 ns        56889 bytes=65.536k bytes_per_second=4.96529G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):16/manual_time             12312 ns        35084 ns        56889 bytes=65.536k bytes_per_second=4.9575G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):16/manual_time             12314 ns        35102 ns        56889 bytes=65.536k bytes_per_second=4.95659G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):16/manual_time             12304 ns        35097 ns        56889 bytes=65.536k bytes_per_second=4.96067G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):16/manual_time_mean        12301 ns        35129 ns            5 bytes=65.536k bytes_per_second=4.96189G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):16/manual_time_median      12304 ns        35102 ns            5 bytes=65.536k bytes_per_second=4.96067G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):16/manual_time_stddev       13.4 ns         48.4 ns            5 bytes=0 bytes_per_second=5.54788M/s own_gpu=0 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):16/manual_time_cv           0.11 %          0.14 %             5 bytes=0.00% bytes_per_second=0.11% own_gpu=0.00% wr_gpu=-nan%
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):17/manual_time             15425 ns        39743 ns        45359 bytes=131.072k bytes_per_second=7.91377G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):17/manual_time             15432 ns        39725 ns        45359 bytes=131.072k bytes_per_second=7.91002G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):17/manual_time             15433 ns        39754 ns        45359 bytes=131.072k bytes_per_second=7.90945G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):17/manual_time             15432 ns        39759 ns        45359 bytes=131.072k bytes_per_second=7.91031G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):17/manual_time             15426 ns        39781 ns        45359 bytes=131.072k bytes_per_second=7.91341G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):17/manual_time_mean        15430 ns        39752 ns            5 bytes=131.072k bytes_per_second=7.91139G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):17/manual_time_median      15432 ns        39754 ns            5 bytes=131.072k bytes_per_second=7.91031G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):17/manual_time_stddev       3.97 ns         20.6 ns            5 bytes=0 bytes_per_second=2.08448M/s own_gpu=0 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):17/manual_time_cv           0.03 %          0.05 %             5 bytes=0.00% bytes_per_second=0.03% own_gpu=0.00% wr_gpu=-nan%
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):18/manual_time             18927 ns        45109 ns        36955 bytes=262.144k bytes_per_second=12.8989G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):18/manual_time             18935 ns        45080 ns        36955 bytes=262.144k bytes_per_second=12.8939G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):18/manual_time             18928 ns        45132 ns        36955 bytes=262.144k bytes_per_second=12.8983G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):18/manual_time             18936 ns        45134 ns        36955 bytes=262.144k bytes_per_second=12.8929G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):18/manual_time             18930 ns        45142 ns        36955 bytes=262.144k bytes_per_second=12.897G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):18/manual_time_mean        18931 ns        45119 ns            5 bytes=262.144k bytes_per_second=12.8962G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):18/manual_time_median      18930 ns        45132 ns            5 bytes=262.144k bytes_per_second=12.897G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):18/manual_time_stddev       3.94 ns         25.4 ns            5 bytes=0 bytes_per_second=2.75086M/s own_gpu=0 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):18/manual_time_cv           0.02 %          0.06 %             5 bytes=0.00% bytes_per_second=0.02% own_gpu=0.00% wr_gpu=-nan%
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):19/manual_time             25513 ns        51737 ns        27431 bytes=524.288k bytes_per_second=19.1387G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):19/manual_time             25519 ns        51760 ns        27431 bytes=524.288k bytes_per_second=19.1337G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):19/manual_time             25519 ns        51781 ns        27431 bytes=524.288k bytes_per_second=19.134G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):19/manual_time             25520 ns        51791 ns        27431 bytes=524.288k bytes_per_second=19.1335G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):19/manual_time             25511 ns        51772 ns        27431 bytes=524.288k bytes_per_second=19.14G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):19/manual_time_mean        25516 ns        51768 ns            5 bytes=524.288k bytes_per_second=19.136G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):19/manual_time_median      25519 ns        51772 ns            5 bytes=524.288k bytes_per_second=19.134G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):19/manual_time_stddev       4.17 ns         20.9 ns            5 bytes=0 bytes_per_second=3.20625M/s own_gpu=0 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):19/manual_time_cv           0.02 %          0.04 %             5 bytes=0.00% bytes_per_second=0.02% own_gpu=0.00% wr_gpu=-nan%
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):20/manual_time             38659 ns        64984 ns        18102 bytes=1048.58k bytes_per_second=25.261G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):20/manual_time             38671 ns        64968 ns        18102 bytes=1048.58k bytes_per_second=25.253G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):20/manual_time             38673 ns        65018 ns        18102 bytes=1048.58k bytes_per_second=25.2518G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):20/manual_time             38675 ns        65001 ns        18102 bytes=1048.58k bytes_per_second=25.2503G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):20/manual_time             38668 ns        65025 ns        18102 bytes=1048.58k bytes_per_second=25.2551G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):20/manual_time_mean        38669 ns        64999 ns            5 bytes=1048.58k bytes_per_second=25.2543G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):20/manual_time_median      38671 ns        65001 ns            5 bytes=1048.58k bytes_per_second=25.253G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):20/manual_time_stddev       6.35 ns         23.7 ns            5 bytes=0 bytes_per_second=4.24818M/s own_gpu=0 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):20/manual_time_cv           0.02 %          0.04 %             5 bytes=0.00% bytes_per_second=0.02% own_gpu=0.00% wr_gpu=-nan%
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):21/manual_time             64631 ns        91187 ns        10845 bytes=2.09715M bytes_per_second=30.2196G/s own_gpu=2 wr_gpu=0
Comm_implicit_mapped_GPUWrGPU/0/2/log2(N):21/manual_time             64574 ns        91147 ns        10845 bytes=2.09715M bytes_per_second=30.2462G/s own_gpu=2 wr_gpu=0
