
Lmod is automatically replacing "cce/15.0.0" with "amd/5.3.0".


Lmod is automatically replacing "PrgEnv-cray/8.3.3" with "PrgEnv-amd/8.3.3".


Due to MODULEPATH changes, the following have been reloaded:
  1) cray-mpich/8.1.23

Mon 09 Oct 2023 05:44:30 PM EDT
Comm|Scope 0.12.0 v0.12.0@124999d
  scope 1.1.2 HEAD@124999d
    spdlog 1.6.1
    benchmark 1.5.1
[2023-10-09 17:44:32.023] [scope] [info] recorded system CPU turbo state
[2023-10-09 17:44:32.024] [scope] [info] recorded CPU goveror
[2023-10-09 17:44:32.024] [scope] [error] unable to disable CPU turbo: no permission. Run with higher privileges?
[2023-10-09 17:44:32.024] [scope] [error] unable to set OS CPU governor to maximum: no permission. Run with higher privileges?
2023-10-09T17:44:34-04:00
Running /lustre/orion/csc465/scratch/cpearson/frontier-gpu-bandwidth/build/comm_scope
Run on (128 X 1795.77 MHz CPU s)
CPU Caches:
  L1 Data 32 KiB (x64)
  L1 Instruction 32 KiB (x64)
  L2 Unified 512 KiB (x64)
  L3 Unified 32768 KiB (x8)
Load Average: 0.10, 3.44, 18.39
---------------------------------------------------------------------------------------------------------------------------
Benchmark                                                                 Time             CPU   Iterations UserCounters...
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):11/manual_time              8752 ns        20948 ns        78589 bytes=2.048k bytes_per_second=223.154M/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):11/manual_time_mean         8865 ns        21069 ns            5 bytes=2.048k bytes_per_second=220.341M/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):11/manual_time_median       8902 ns        21125 ns            5 bytes=2.048k bytes_per_second=219.408M/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):11/manual_time_stddev        114 ns          133 ns            5 bytes=0 bytes_per_second=2.84057M/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):11/manual_time_cv           1.29 %          0.63 %             5 bytes=0.00% bytes_per_second=1.29% dst_gpu=-nan% src_gpu=-nan%
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):12/manual_time              9176 ns        21679 ns        76563 bytes=4.096k bytes_per_second=425.712M/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):12/manual_time              9175 ns        21661 ns        76563 bytes=4.096k bytes_per_second=425.751M/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):12/manual_time              8887 ns        21144 ns        76563 bytes=4.096k bytes_per_second=439.529M/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):12/manual_time              8806 ns        20943 ns        76563 bytes=4.096k bytes_per_second=443.595M/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):12/manual_time              8782 ns        20900 ns        76563 bytes=4.096k bytes_per_second=444.804M/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):12/manual_time_mean         8965 ns        21265 ns            5 bytes=4.096k bytes_per_second=435.878M/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):12/manual_time_median       8887 ns        21144 ns            5 bytes=4.096k bytes_per_second=439.529M/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):12/manual_time_stddev        196 ns          381 ns            5 bytes=0 bytes_per_second=9.4666M/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):12/manual_time_cv           2.18 %          1.79 %             5 bytes=0.00% bytes_per_second=2.17% dst_gpu=-nan% src_gpu=-nan%
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):13/manual_time              9358 ns        21750 ns        74859 bytes=8.192k bytes_per_second=834.815M/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):13/manual_time              9335 ns        21734 ns        74859 bytes=8.192k bytes_per_second=836.911M/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):13/manual_time              9072 ns        21467 ns        74859 bytes=8.192k bytes_per_second=861.132M/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):13/manual_time              8896 ns        21172 ns        74859 bytes=8.192k bytes_per_second=878.229M/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):13/manual_time              8887 ns        21153 ns        74859 bytes=8.192k bytes_per_second=879.113M/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):13/manual_time_mean         9110 ns        21455 ns            5 bytes=8.192k bytes_per_second=858.04M/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):13/manual_time_median       9072 ns        21467 ns            5 bytes=8.192k bytes_per_second=861.132M/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):13/manual_time_stddev        229 ns          290 ns            5 bytes=0 bytes_per_second=21.4886M/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):13/manual_time_cv           2.51 %          1.35 %             5 bytes=0.00% bytes_per_second=2.50% dst_gpu=-nan% src_gpu=-nan%
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):14/manual_time              9323 ns        21726 ns        74783 bytes=16.384k bytes_per_second=1.63663G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):14/manual_time              9264 ns        21670 ns        74783 bytes=16.384k bytes_per_second=1.64716G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):14/manual_time              8940 ns        21253 ns        74783 bytes=16.384k bytes_per_second=1.70687G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):14/manual_time              8886 ns        21107 ns        74783 bytes=16.384k bytes_per_second=1.71726G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):14/manual_time              8892 ns        21165 ns        74783 bytes=16.384k bytes_per_second=1.71595G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):14/manual_time_mean         9061 ns        21384 ns            5 bytes=16.384k bytes_per_second=1.68477G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):14/manual_time_median       8940 ns        21253 ns            5 bytes=16.384k bytes_per_second=1.70687G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):14/manual_time_stddev        214 ns          292 ns            5 bytes=0 bytes_per_second=40.4738M/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):14/manual_time_cv           2.37 %          1.37 %             5 bytes=0.00% bytes_per_second=2.35% dst_gpu=-nan% src_gpu=-nan%
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):15/manual_time              9427 ns        21865 ns        74615 bytes=32.768k bytes_per_second=3.23735G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):15/manual_time              9326 ns        21723 ns        74615 bytes=32.768k bytes_per_second=3.27214G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):15/manual_time              9025 ns        21330 ns        74615 bytes=32.768k bytes_per_second=3.38162G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):15/manual_time              8950 ns        21232 ns        74615 bytes=32.768k bytes_per_second=3.40985G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):15/manual_time              8923 ns        21202 ns        74615 bytes=32.768k bytes_per_second=3.42003G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):15/manual_time_mean         9130 ns        21470 ns            5 bytes=32.768k bytes_per_second=3.3442G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):15/manual_time_median       9025 ns        21330 ns            5 bytes=32.768k bytes_per_second=3.38162G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):15/manual_time_stddev        231 ns          303 ns            5 bytes=0 bytes_per_second=85.7804M/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):15/manual_time_cv           2.53 %          1.41 %             5 bytes=0.00% bytes_per_second=2.50% dst_gpu=-nan% src_gpu=-nan%
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):16/manual_time              9343 ns        21732 ns        74526 bytes=65.536k bytes_per_second=6.53289G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):16/manual_time              9352 ns        21790 ns        74526 bytes=65.536k bytes_per_second=6.52617G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):16/manual_time              9084 ns        21514 ns        74526 bytes=65.536k bytes_per_second=6.71877G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):16/manual_time              9022 ns        21311 ns        74526 bytes=65.536k bytes_per_second=6.76548G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):16/manual_time              8930 ns        21206 ns        74526 bytes=65.536k bytes_per_second=6.83508G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):16/manual_time_mean         9146 ns        21511 ns            5 bytes=65.536k bytes_per_second=6.67568G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):16/manual_time_median       9084 ns        21514 ns            5 bytes=65.536k bytes_per_second=6.71877G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):16/manual_time_stddev        192 ns          255 ns            5 bytes=0 bytes_per_second=143.059M/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):16/manual_time_cv           2.10 %          1.18 %             5 bytes=0.00% bytes_per_second=2.09% dst_gpu=-nan% src_gpu=-nan%
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):17/manual_time              9352 ns        21765 ns        74998 bytes=131.072k bytes_per_second=13.0527G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):17/manual_time              9322 ns        21734 ns        74998 bytes=131.072k bytes_per_second=13.0949G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):17/manual_time              8987 ns        21310 ns        74998 bytes=131.072k bytes_per_second=13.5833G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):17/manual_time              8871 ns        21135 ns        74998 bytes=131.072k bytes_per_second=13.7606G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):17/manual_time              8892 ns        21167 ns        74998 bytes=131.072k bytes_per_second=13.7277G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):17/manual_time_mean         9085 ns        21422 ns            5 bytes=131.072k bytes_per_second=13.4439G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):17/manual_time_median       8987 ns        21310 ns            5 bytes=131.072k bytes_per_second=13.5833G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):17/manual_time_stddev        235 ns          306 ns            5 bytes=0 bytes_per_second=352.881M/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):17/manual_time_cv           2.58 %          1.43 %             5 bytes=0.00% bytes_per_second=2.56% dst_gpu=-nan% src_gpu=-nan%
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):18/manual_time              9142 ns        21638 ns        76516 bytes=262.144k bytes_per_second=26.7051G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):18/manual_time              9200 ns        21716 ns        76516 bytes=262.144k bytes_per_second=26.5377G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):18/manual_time              9098 ns        21654 ns        76516 bytes=262.144k bytes_per_second=26.8354G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):18/manual_time              8918 ns        21233 ns        76516 bytes=262.144k bytes_per_second=27.3761G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):18/manual_time              8870 ns        21209 ns        76516 bytes=262.144k bytes_per_second=27.5231G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):18/manual_time_mean         9046 ns        21490 ns            5 bytes=262.144k bytes_per_second=26.9955G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):18/manual_time_median       9098 ns        21638 ns            5 bytes=262.144k bytes_per_second=26.8354G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):18/manual_time_stddev        144 ns          247 ns            5 bytes=0 bytes_per_second=441.276M/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):18/manual_time_cv           1.59 %          1.15 %             5 bytes=0.00% bytes_per_second=1.60% dst_gpu=-nan% src_gpu=-nan%
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):19/manual_time              9417 ns        21845 ns        74850 bytes=524.288k bytes_per_second=51.8527G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):19/manual_time              9396 ns        21795 ns        74850 bytes=524.288k bytes_per_second=51.9647G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):19/manual_time              9088 ns        21534 ns        74850 bytes=524.288k bytes_per_second=53.7262G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):19/manual_time              8965 ns        21238 ns        74850 bytes=524.288k bytes_per_second=54.4667G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):19/manual_time              8894 ns        21160 ns        74850 bytes=524.288k bytes_per_second=54.9025G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):19/manual_time_mean         9152 ns        21514 ns            5 bytes=524.288k bytes_per_second=53.3826G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):19/manual_time_median       9088 ns        21534 ns            5 bytes=524.288k bytes_per_second=53.7262G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):19/manual_time_stddev        243 ns          312 ns            5 bytes=0 bytes_per_second=1.4102G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):19/manual_time_cv           2.65 %          1.45 %             5 bytes=0.00% bytes_per_second=2.64% dst_gpu=-nan% src_gpu=-nan%
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):20/manual_time              9360 ns        21865 ns        75358 bytes=1048.58k bytes_per_second=104.328G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):20/manual_time              9311 ns        21823 ns        75358 bytes=1048.58k bytes_per_second=104.887G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):20/manual_time              9099 ns        21615 ns        75358 bytes=1048.58k bytes_per_second=107.326G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):20/manual_time              8892 ns        21143 ns        75358 bytes=1048.58k bytes_per_second=109.824G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):20/manual_time              8878 ns        21172 ns        75358 bytes=1048.58k bytes_per_second=110G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):20/manual_time_mean         9108 ns        21524 ns            5 bytes=1048.58k bytes_per_second=107.273G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):20/manual_time_median       9099 ns        21615 ns            5 bytes=1048.58k bytes_per_second=107.326G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):20/manual_time_stddev        226 ns          348 ns            5 bytes=0 bytes_per_second=2.66048G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):20/manual_time_cv           2.48 %          1.61 %             5 bytes=0.00% bytes_per_second=2.48% dst_gpu=-nan% src_gpu=-nan%
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):21/manual_time              9136 ns        21559 ns        76558 bytes=2.09715M bytes_per_second=213.789G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):21/manual_time              9144 ns        21550 ns        76558 bytes=2.09715M bytes_per_second=213.599G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):21/manual_time              8990 ns        21395 ns        76558 bytes=2.09715M bytes_per_second=217.26G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):21/manual_time              8971 ns        21277 ns        76558 bytes=2.09715M bytes_per_second=217.717G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):21/manual_time              8971 ns        21278 ns        76558 bytes=2.09715M bytes_per_second=217.718G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):21/manual_time_mean         9042 ns        21412 ns            5 bytes=2.09715M bytes_per_second=216.017G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):21/manual_time_median       8990 ns        21395 ns            5 bytes=2.09715M bytes_per_second=217.26G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):21/manual_time_stddev       89.5 ns          139 ns            5 bytes=0 bytes_per_second=2.12966G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):21/manual_time_cv           0.99 %          0.65 %             5 bytes=0.00% bytes_per_second=0.99% dst_gpu=-nan% src_gpu=-nan%
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):22/manual_time              9248 ns        21676 ns        75798 bytes=4.1943M bytes_per_second=422.396G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):22/manual_time              9197 ns        21629 ns        75798 bytes=4.1943M bytes_per_second=424.712G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):22/manual_time              9220 ns        21638 ns        75798 bytes=4.1943M bytes_per_second=423.69G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):22/manual_time              8992 ns        21361 ns        75798 bytes=4.1943M bytes_per_second=434.432G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):22/manual_time              8981 ns        21295 ns        75798 bytes=4.1943M bytes_per_second=434.938G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):22/manual_time_mean         9128 ns        21520 ns            5 bytes=4.1943M bytes_per_second=428.033G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):22/manual_time_median       9197 ns        21629 ns            5 bytes=4.1943M bytes_per_second=424.712G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):22/manual_time_stddev        130 ns          178 ns            5 bytes=0 bytes_per_second=6.1296G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):22/manual_time_cv           1.43 %          0.83 %             5 bytes=0.00% bytes_per_second=1.43% dst_gpu=-nan% src_gpu=-nan%
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):23/manual_time              9225 ns        21646 ns        75935 bytes=8.38861M bytes_per_second=846.86G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):23/manual_time              9198 ns        21639 ns        75935 bytes=8.38861M bytes_per_second=849.402G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):23/manual_time              9150 ns        21535 ns        75935 bytes=8.38861M bytes_per_second=853.85G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):23/manual_time              8869 ns        21260 ns        75935 bytes=8.38861M bytes_per_second=880.882G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):23/manual_time              8901 ns        21294 ns        75935 bytes=8.38861M bytes_per_second=877.729G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):23/manual_time_mean         9068 ns        21475 ns            5 bytes=8.38861M bytes_per_second=861.745G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):23/manual_time_median       9150 ns        21535 ns            5 bytes=8.38861M bytes_per_second=853.85G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):23/manual_time_stddev        170 ns          186 ns            5 bytes=0 bytes_per_second=16.2631G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):23/manual_time_cv           1.88 %          0.87 %             5 bytes=0.00% bytes_per_second=1.89% dst_gpu=-nan% src_gpu=-nan%
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):24/manual_time              9183 ns        21612 ns        76383 bytes=16.7772M bytes_per_second=1.66159T/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):24/manual_time              9183 ns        21636 ns        76383 bytes=16.7772M bytes_per_second=1.66168T/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):24/manual_time              8952 ns        21379 ns        76383 bytes=16.7772M bytes_per_second=1.70459T/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):24/manual_time              8885 ns        21190 ns        76383 bytes=16.7772M bytes_per_second=1.71734T/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):24/manual_time              8898 ns        21221 ns        76383 bytes=16.7772M bytes_per_second=1.71487T/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):24/manual_time_mean         9020 ns        21408 ns            5 bytes=16.7772M bytes_per_second=1.69201T/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):24/manual_time_median       8952 ns        21379 ns            5 bytes=16.7772M bytes_per_second=1.70459T/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):24/manual_time_stddev        151 ns          210 ns            5 bytes=0 bytes_per_second=28.8162G/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):24/manual_time_cv           1.67 %          0.98 %             5 bytes=0.00% bytes_per_second=1.66% dst_gpu=-nan% src_gpu=-nan%
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):25/manual_time              9049 ns        21471 ns        77408 bytes=33.5544M bytes_per_second=3.37263T/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):25/manual_time              9066 ns        21507 ns        77408 bytes=33.5544M bytes_per_second=3.36598T/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):25/manual_time              8963 ns        21461 ns        77408 bytes=33.5544M bytes_per_second=3.40492T/s dst_gpu=0 src_gpu=0
Comm_prefetch_managed_GPUToGPU/0/0/log2(N):25/manual_time              8916 ns        21371 ns        77408 bytes=33.5544M bytes_per_second=3.42267T/s dst_gpu=0 src_gpu=0
