
Lmod is automatically replacing "cce/15.0.0" with "amd/5.3.0".


Lmod is automatically replacing "PrgEnv-cray/8.3.3" with "PrgEnv-amd/8.3.3".


Due to MODULEPATH changes, the following have been reloaded:
  1) cray-mpich/8.1.23

Mon 09 Oct 2023 05:38:26 PM EDT
Comm|Scope 0.12.0 v0.12.0@124999d
  scope 1.1.2 HEAD@124999d
    spdlog 1.6.1
    benchmark 1.5.1
[2023-10-09 17:38:29.025] [scope] [info] recorded system CPU turbo state
[2023-10-09 17:38:29.025] [scope] [info] recorded CPU goveror
[2023-10-09 17:38:29.025] [scope] [error] unable to disable CPU turbo: no permission. Run with higher privileges?
[2023-10-09 17:38:29.025] [scope] [error] unable to set OS CPU governor to maximum: no permission. Run with higher privileges?
2023-10-09T17:38:31-04:00
Running /lustre/orion/csc465/scratch/cpearson/frontier-gpu-bandwidth/build/comm_scope
Run on (128 X 1790.37 MHz CPU s)
CPU Caches:
  L1 Data 32 KiB (x64)
  L1 Instruction 32 KiB (x64)
  L2 Unified 512 KiB (x64)
  L3 Unified 32768 KiB (x8)
Load Average: 0.63, 11.72, 27.46
---------------------------------------------------------------------------------------------------------------------------
Benchmark                                                                 Time             CPU   Iterations UserCounters...
Comm_implicit_mapped_GPURdHost/0/0/log2(N):26/manual_time           2650663 ns      5582103 ns          264 bytes=67.1089M bytes_per_second=23.579G/s own_numa=0 rd_gpu=0
Comm_implicit_mapped_GPURdHost/0/0/log2(N):26/manual_time           2650071 ns      5580277 ns          264 bytes=67.1089M bytes_per_second=23.5843G/s own_numa=0 rd_gpu=0
Comm_implicit_mapped_GPURdHost/0/0/log2(N):26/manual_time           2650805 ns      5566541 ns          264 bytes=67.1089M bytes_per_second=23.5777G/s own_numa=0 rd_gpu=0
Comm_implicit_mapped_GPURdHost/0/0/log2(N):26/manual_time           2651329 ns      5596130 ns          264 bytes=67.1089M bytes_per_second=23.5731G/s own_numa=0 rd_gpu=0
Comm_implicit_mapped_GPURdHost/0/0/log2(N):26/manual_time_mean      2649760 ns      5582502 ns            5 bytes=67.1089M bytes_per_second=23.5871G/s own_numa=0 rd_gpu=0
Comm_implicit_mapped_GPURdHost/0/0/log2(N):26/manual_time_median    2650663 ns      5582103 ns            5 bytes=67.1089M bytes_per_second=23.579G/s own_numa=0 rd_gpu=0
Comm_implicit_mapped_GPURdHost/0/0/log2(N):26/manual_time_stddev       2185 ns        10842 ns            5 bytes=0 bytes_per_second=19.9408M/s own_numa=0 rd_gpu=0
Comm_implicit_mapped_GPURdHost/0/0/log2(N):26/manual_time_cv           0.08 %          0.19 %             5 bytes=0.00% bytes_per_second=0.08% own_numa=-nan% rd_gpu=-nan%
Comm_implicit_mapped_GPURdHost/0/0/log2(N):27/manual_time           5285898 ns     12190735 ns          132 bytes=134.218M bytes_per_second=23.6478G/s own_numa=0 rd_gpu=0
Comm_implicit_mapped_GPURdHost/0/0/log2(N):27/manual_time           5288189 ns     12202866 ns          132 bytes=134.218M bytes_per_second=23.6376G/s own_numa=0 rd_gpu=0
Comm_implicit_mapped_GPURdHost/0/0/log2(N):27/manual_time           5287321 ns     12205878 ns          132 bytes=134.218M bytes_per_second=23.6415G/s own_numa=0 rd_gpu=0
Comm_implicit_mapped_GPURdHost/0/0/log2(N):27/manual_time           5288423 ns     12222264 ns          132 bytes=134.218M bytes_per_second=23.6365G/s own_numa=0 rd_gpu=0
Comm_implicit_mapped_GPURdHost/0/0/log2(N):27/manual_time           5289445 ns     12195299 ns          132 bytes=134.218M bytes_per_second=23.632G/s own_numa=0 rd_gpu=0
Comm_implicit_mapped_GPURdHost/0/0/log2(N):27/manual_time_mean      5287855 ns     12203408 ns            5 bytes=134.218M bytes_per_second=23.6391G/s own_numa=0 rd_gpu=0
Comm_implicit_mapped_GPURdHost/0/0/log2(N):27/manual_time_median    5288189 ns     12202866 ns            5 bytes=134.218M bytes_per_second=23.6376G/s own_numa=0 rd_gpu=0
Comm_implicit_mapped_GPURdHost/0/0/log2(N):27/manual_time_stddev       1330 ns        12128 ns            5 bytes=0 bytes_per_second=6.08926M/s own_numa=0 rd_gpu=0
Comm_implicit_mapped_GPURdHost/0/0/log2(N):27/manual_time_cv           0.03 %          0.10 %             5 bytes=0.00% bytes_per_second=0.03% own_numa=-nan% rd_gpu=-nan%
Comm_implicit_mapped_GPURdHost/0/0/log2(N):28/manual_time          10555864 ns     25612818 ns           66 bytes=268.435M bytes_per_second=23.6835G/s own_numa=0 rd_gpu=0
Comm_implicit_mapped_GPURdHost/0/0/log2(N):28/manual_time          10564164 ns     25615036 ns           66 bytes=268.435M bytes_per_second=23.6649G/s own_numa=0 rd_gpu=0
Comm_implicit_mapped_GPURdHost/0/0/log2(N):28/manual_time          10558644 ns     25611541 ns           66 bytes=268.435M bytes_per_second=23.6773G/s own_numa=0 rd_gpu=0
Comm_implicit_mapped_GPURdHost/0/0/log2(N):28/manual_time          10555842 ns     25569549 ns           66 bytes=268.435M bytes_per_second=23.6836G/s own_numa=0 rd_gpu=0
Comm_implicit_mapped_GPURdHost/0/0/log2(N):28/manual_time          10553476 ns     25571406 ns           66 bytes=268.435M bytes_per_second=23.6889G/s own_numa=0 rd_gpu=0
Comm_implicit_mapped_GPURdHost/0/0/log2(N):28/manual_time_mean     10557598 ns     25596070 ns            5 bytes=268.435M bytes_per_second=23.6796G/s own_numa=0 rd_gpu=0
Comm_implicit_mapped_GPURdHost/0/0/log2(N):28/manual_time_median   10555864 ns     25611541 ns            5 bytes=268.435M bytes_per_second=23.6835G/s own_numa=0 rd_gpu=0
Comm_implicit_mapped_GPURdHost/0/0/log2(N):28/manual_time_stddev       4102 ns        23405 ns            5 bytes=0 bytes_per_second=9.41773M/s own_numa=0 rd_gpu=0
Comm_implicit_mapped_GPURdHost/0/0/log2(N):28/manual_time_cv           0.04 %          0.09 %             5 bytes=0.00% bytes_per_second=0.04% own_numa=-nan% rd_gpu=-nan%
Comm_implicit_mapped_GPURdHost/0/0/log2(N):29/manual_time          21266342 ns     52715657 ns           33 bytes=536.871M bytes_per_second=23.5113G/s own_numa=0 rd_gpu=0
Comm_implicit_mapped_GPURdHost/0/0/log2(N):29/manual_time          21188150 ns     52617560 ns           33 bytes=536.871M bytes_per_second=23.5981G/s own_numa=0 rd_gpu=0
Comm_implicit_mapped_GPURdHost/0/0/log2(N):29/manual_time          21201552 ns     52618082 ns           33 bytes=536.871M bytes_per_second=23.5832G/s own_numa=0 rd_gpu=0
Comm_implicit_mapped_GPURdHost/0/0/log2(N):29/manual_time          21234032 ns     52736683 ns           33 bytes=536.871M bytes_per_second=23.5471G/s own_numa=0 rd_gpu=0
Comm_implicit_mapped_GPURdHost/0/0/log2(N):29/manual_time          21229285 ns     52784332 ns           33 bytes=536.871M bytes_per_second=23.5524G/s own_numa=0 rd_gpu=0
Comm_implicit_mapped_GPURdHost/0/0/log2(N):29/manual_time_mean     21223872 ns     52694463 ns            5 bytes=536.871M bytes_per_second=23.5584G/s own_numa=0 rd_gpu=0
Comm_implicit_mapped_GPURdHost/0/0/log2(N):29/manual_time_median   21229285 ns     52715657 ns            5 bytes=536.871M bytes_per_second=23.5524G/s own_numa=0 rd_gpu=0
Comm_implicit_mapped_GPURdHost/0/0/log2(N):29/manual_time_stddev      30457 ns        74257 ns            5 bytes=0 bytes_per_second=34.6092M/s own_numa=0 rd_gpu=0
Comm_implicit_mapped_GPURdHost/0/0/log2(N):29/manual_time_cv           0.14 %          0.14 %             5 bytes=0.00% bytes_per_second=0.14% own_numa=-nan% rd_gpu=-nan%
Comm_implicit_mapped_GPURdHost/0/0/log2(N):30/manual_time          42643473 ns    106807451 ns           16 bytes=1073.74M bytes_per_second=23.4502G/s own_numa=0 rd_gpu=0
Comm_implicit_mapped_GPURdHost/0/0/log2(N):30/manual_time          42610013 ns    106744743 ns           16 bytes=1073.74M bytes_per_second=23.4687G/s own_numa=0 rd_gpu=0
Comm_implicit_mapped_GPURdHost/0/0/log2(N):30/manual_time          42571332 ns    105885869 ns           16 bytes=1073.74M bytes_per_second=23.49G/s own_numa=0 rd_gpu=0
Comm_implicit_mapped_GPURdHost/0/0/log2(N):30/manual_time          42586072 ns    105916378 ns           16 bytes=1073.74M bytes_per_second=23.4819G/s own_numa=0 rd_gpu=0
Comm_implicit_mapped_GPURdHost/0/0/log2(N):30/manual_time          42525032 ns    105853849 ns           16 bytes=1073.74M bytes_per_second=23.5156G/s own_numa=0 rd_gpu=0
Comm_implicit_mapped_GPURdHost/0/0/log2(N):30/manual_time_mean     42587185 ns    106241658 ns            5 bytes=1073.74M bytes_per_second=23.4813G/s own_numa=0 rd_gpu=0
Comm_implicit_mapped_GPURdHost/0/0/log2(N):30/manual_time_median   42586072 ns    105916378 ns            5 bytes=1073.74M bytes_per_second=23.4819G/s own_numa=0 rd_gpu=0
Comm_implicit_mapped_GPURdHost/0/0/log2(N):30/manual_time_stddev      44173 ns       488878 ns            5 bytes=0 bytes_per_second=24.9443M/s own_numa=0 rd_gpu=0
Comm_implicit_mapped_GPURdHost/0/0/log2(N):30/manual_time_cv           0.10 %          0.46 %             5 bytes=0.00% bytes_per_second=0.10% own_numa=-nan% rd_gpu=-nan%
[2023-10-09 17:40:37.256] [scope] [warning] unable to restore turbo state: no permission. (use enable-turbo tool if needed)
[2023-10-09 17:40:37.256] [scope] [warning] unable to restore CPU governor: no permission. (use set-minimum tool if needed)
Mon 09 Oct 2023 05:40:37 PM EDT
